0.4	3.449713423371123e-39
0.405	8.510467276924846e-39
0.41000000000000003	2.0564099208363683e-38
0.41500000000000004	4.859379623096827e-38
0.42	1.1251442227804052e-37
0.425	2.559200098780497e-37
0.43	5.699439100622262e-37
0.435	1.2466759083615916e-36
0.44	2.6820720199010724e-36
0.445	5.669174505792354e-36
0.45	1.1783689118760902e-35
0.455	2.416845395844369e-35
0.46	4.863957408893104e-35
0.465	9.674137370667293e-35
0.47000000000000003	1.8935461641714214e-34
0.47500000000000003	3.655197522885461e-34
0.48	6.945043689752377e-34
0.485	1.3061211079391369e-33
0.49	2.423698717275982e-33
0.495	4.449110742873176e-33
0.5	8.051800543395189e-33
0.505	1.441098871549366e-32
0.51	2.548682899378134e-32
0.515	4.4678513196695794e-32
0.52	7.732413158093079e-32
0.525	1.326550236327132e-31
0.53	2.2500395035034946e-31
0.535	3.778994489273425e-31
0.54	6.295387334826237e-31
0.545	1.04295488368994e-30
0.55	1.6982910120750825e-30
0.555	2.755106961869516e-30
0.56	4.432104937092815e-30
0.5650000000000001	7.055867671319023e-30
0.5700000000000001	1.1151810590397504e-29
0.5750000000000001	1.749807531618001e-29
0.58	2.720018351722345e-29
0.585	4.2045539235883174e-29
0.59	6.454022242046631e-29
0.595	9.82216194752091e-29
0.6	1.4858322417582053e-28
0.605	2.23003712843992e-28
0.61	3.337017120133758e-28
0.615	4.943128065676995e-28
0.62	7.2830557091372755e-28
0.625	1.0652290120283587e-27
0.63	1.5542331425372127e-27
0.635	2.2495463768057487e-27
0.64	3.235289678443668e-27
0.645	4.6341314015571184e-27
0.65	6.596509472425147e-27
0.655	9.350883173094777e-27
0.66	1.31616259608135e-26
0.665	1.8462288535254284e-26
0.67	2.5719824749193592e-26
0.675	3.5687326184391486e-26
0.68	4.937460115110846e-26
0.685	6.778417724336605e-26
0.6900000000000001	9.278008564092892e-26
0.6950000000000001	1.2656635670288422e-25
0.7000000000000001	1.7170861126268967e-25
0.705	2.319455541721781e-25
0.71	3.1197040014866765e-25
0.715	4.177407367227894e-25
0.72	5.585663164234262e-25
0.725	7.417895884359073e-25
0.73	9.821825707786695e-25
0.735	1.2960282507359724e-24
0.74	1.704135630858587e-24
0.745	2.231303080388067e-24
0.75	2.9163241728802317e-24
0.755	3.78485764535642e-24
0.76	4.909850596165154e-24
0.765	6.344410605123108e-24
0.77	8.166299186943024e-24
0.775	1.0489417052695772e-23
0.78	1.34173045260559e-23
0.785	1.712932540319179e-23
0.79	2.1746831458044536e-23
0.795	2.7609541071132454e-23
0.8	3.492660929618447e-23
0.805	4.405288329831784e-23
0.81	5.532176661444394e-23
0.8150000000000001	6.935728785500834e-23
0.8200000000000001	8.679399860632243e-23
0.8250000000000001	1.080267438991032e-22
0.8300000000000001	1.345087803103193e-22
0.835	1.6703615991183614e-22
0.84	2.0665960320754504e-22
0.845	2.5474810029495757e-22
0.85	3.1387966989477447e-22
0.855	3.8531988798666533e-22
0.86	4.730736679871177e-22
0.865	5.781670237173545e-22
0.87	7.058268174750979e-22
0.875	8.58520400289126e-22
0.88	1.0420961523625975e-21
0.885	1.2648128182067288e-21
0.89	1.5291036139207357e-21
0.895	1.8442477242960886e-21
0.9	2.22476893488545e-21
0.905	2.6763536364231695e-21
0.91	3.206599446738268e-21
0.915	3.841237660630188e-21
0.92	4.592437745354222e-21
0.925	5.466687511053066e-21
0.93	6.5159799772978156e-21
0.935	7.741296831802357e-21
0.9400000000000001	9.191528906396407e-21
0.9450000000000001	1.0868163062741988e-20
0.9500000000000001	1.286659173840951e-20
0.9550000000000001	1.5172085517095124e-20
0.96	1.7880450136435424e-20
0.965	2.1025457355311107e-20
0.97	2.4700210899524153e-20
0.975	2.889638753476048e-20
0.98	3.391323773542393e-20
0.985	3.965692791529591e-20
0.99	4.6208058683337076e-20
0.995	5.37849430687775e-20
1.	6.271509325070414e-20
1.0050000000000001	7.284455534648003e-20
1.01	8.45159180529947e-20
1.0150000000000001	9.79548602090385e-20
1.02	1.1299007537654353e-19
1.025	1.3094540530695518e-19
1.03	1.5103537054030598e-19
1.035	1.737499559900591e-19
1.04	2.0010340372486739e-19
1.045	2.2971522860194383e-19
1.05	2.634997396487063e-19
1.055	3.027359435222796e-19
1.06	3.455980512749831e-19
1.065	3.95441488988838e-19
1.07	4.517676083170938e-19
1.075	5.142817855881202e-19
1.08	5.860232180804068e-19
1.085	6.671639229486418e-19
1.09	7.583369764405636e-19
1.095	8.601155663757212e-19
1.1	9.765877527782474e-19
1.105	1.1048999289921343e-18
1.11	1.2513185589431108e-18
1.115	1.4130785831789301e-18
1.12	1.5945110759023436e-18
1.125	1.800103870475977e-18
1.1300000000000001	2.0264603050744598e-18
1.135	2.276484546073043e-18
1.1400000000000001	2.5673308266536903e-18
1.145	2.8815552111554976e-18
1.1500000000000001	3.2326382565237563e-18
1.155	3.626608111080586e-18
1.16	4.0562733423151964e-18
1.165	4.542737682926055e-18
1.17	5.0795813026993195e-18
1.175	5.66271266578982e-18
1.18	6.326908248353967e-18
1.185	7.049192203150066e-18
1.19	7.855644231576277e-18
1.195	8.735477224416514e-18
1.2	9.720349937625204e-18
1.205	1.0799485468696436e-17
1.21	1.1990656956223902e-17
1.215	1.3282534881730312e-17
1.22	1.4721400387521396e-17
1.225	1.630695805853826e-17
1.23	1.8027783946576223e-17
1.235	1.9931153368648494e-17
1.24	2.202740969643037e-17
1.245	2.4327572139678037e-17
1.25	2.679477142113994e-17
1.2550000000000001	2.955591062696668e-17
1.26	3.2540092132987754e-17
